name,image_url,url,review count,rating,snippet,neighborhood,latitude,longitude,category,type
Phipps Conservatory and Botanical Gardens,http://s3-media4.fl.yelpcdn.com/bphoto/6LfKdwBoooCJBQVeVIhWHA/ms.jpg,http://www.yelp.com/biz/phipps-conservatory-and-botanical-gardens-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,175,4.5,"I've been going to Phipps since I was a young kid, over 17 years. It continues to impress, even in the coldest of months, with it's stunning floral...",Oakland,40.439248,-79.947347,arts,arts
Pho Minh,http://s3-media4.fl.yelpcdn.com/bphoto/DCgKJjz62xkh3xZ41cy5_g/ms.jpg,http://www.yelp.com/biz/pho-minh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,4,"I love this place. This is the third Vietnamese places in Pittsburgh that I've tried and so far (Tan Lac Vien and Tram's Kitchen), I think this is the best...",Garfield,40.4653702,-79.944519,vietnamese,food
Pho Van,http://s3-media3.fl.yelpcdn.com/bphoto/amh5BFcWxWxX0gyTM4gT_w/ms.jpg,http://www.yelp.com/biz/pho-van-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,120,3.5,I'm quite used to Vietnamese restaurants that are both tiny and lacking in ambiance in this city and many others. That wasn't a deterrent for us and it...,Strip District,40.4519857,-79.9824067,vietnamese,food
Piccolo Forno,http://s3-media3.fl.yelpcdn.com/bphoto/U5biSHLlYND6l7i9J2RLUA/ms.jpg,http://www.yelp.com/biz/piccolo-forno-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,264,4,"I feel like I wouldn't be doing anybody any favors if I didn't lead this review off with some down and dirty facts. Fact number one, our server was...",Lawrenceville,40.4670906,-79.9644394,pizza,food
Piper's Pub,http://s3-media3.fl.yelpcdn.com/bphoto/AFw6wuuESmRN9vZpLLC7TA/ms.jpg,http://www.yelp.com/biz/pipers-pub-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,247,4.5,"Came here at 10:45 with my husband for a late night snack and a beer. The bartender was super nice and accommodating, honored requests for extra lemon in...",South Side,40.42843246,-79.9794693,restaurants,food
Pitaland,http://s3-media3.fl.yelpcdn.com/bphoto/rP4DqegVhOcHrjJmGgut2w/ms.jpg,http://www.yelp.com/biz/pitaland-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,51,4.5,"What an absolute gem to find in Brookline. Had a bit of time to grab lunch in Brookline today. This particular neighborhood is one I don't get to much, so...",Brookline,40.39487,-80.02208,cafes,food
Pittsburgh Penguins,http://s3-media4.fl.yelpcdn.com/bphoto/ERxg4I9GuH1aN2J52DzqXA/ms.jpg,http://www.yelp.com/biz/pittsburgh-penguins-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,4.5,"5 stars for a 5 star team.  Thanks you Pens for a lifetime if awesomeness.  Sure there have been some frustrating years but overall, you have recruited,...",Downtown,40.4392204,-79.9905014,arts,arts
Pittsburgh Winery,http://s3-media1.fl.yelpcdn.com/bphoto/4raTKZci18aGNUohcnfKnA/ms.jpg,http://www.yelp.com/biz/pittsburgh-winery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,41,4.5,"Fabulous entrance, like entering the gates of an Italian villa'. Homey entrance hugged by carafes made into retail displays.

Winery has two floors....",Strip District,40.457335,-79.975468,arts,arts
Pizza Italia,http://s3-media3.fl.yelpcdn.com/bphoto/yTgM8pAEBQ5PPkWoUCSsig/ms.jpg,http://www.yelp.com/biz/pizza-italia-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4,This is the best pizza in Pittsburgh. They use only the freshest ingredients and are reasonably priced. I love the combination of freshly grated cheeses and...,Bloomfield,40.462719,-79.9514999,pizza,food
Pizza Perfectta,http://s3-media2.fl.yelpcdn.com/bphoto/PtDb_yyf7V0jgc4HMaSfWA/ms.jpg,http://www.yelp.com/biz/pizza-perfectta-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,61,4,"It's not a complete weekend for me without a stop at Pizza Perfectta. Pittsburgh pizza shops can be hit or miss, but these folks get it right.

The pizza...",Shadyside,40.4572601,-79.9253998,pizza,food
Pizza Taglio,http://s3-media4.fl.yelpcdn.com/bphoto/me7ywQerfwC7kwF60n9tyA/ms.jpg,http://www.yelp.com/biz/pizza-taglio-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,53,4,"Pizza Taglio, I love ya. I might have to say that this is the best gourmet pizza in the 'Burgh. I went here for dinner with 3 friends and we ordered 3...",East Liberty,40.46025194,-79.92502749,pizza,food
Point State Park,http://s3-media4.fl.yelpcdn.com/bphoto/fn3A-rwjdKYRV93JPjPUcg/ms.jpg,http://www.yelp.com/biz/point-state-park-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,4.5,"[Vacationer from St. Pete, Fl reporting...]

QUINTESSENTIAL 'I'M IN PITTSBURGH' PHOTO SPOT
Click! Selfie. Oops I didn't capture the fountain, buildings,...",Downtown,40.4417992,-80.0071335,active,active
Prantl's Bakery,http://s3-media2.fl.yelpcdn.com/bphoto/Qja3uprv1YJvPSwc6kk-Fg/ms.jpg,http://www.yelp.com/biz/prantls-bakery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,128,4,It is a wait because they are a popular bakery. I went in hoping they would have a cake for my mom and dads anniversary. And was very happy that they could...,Shadyside,40.45166779,-79.93291473,bakeries,food
Prestogeorge Fine Foods,http://s3-media2.fl.yelpcdn.com/bphoto/kjBb9kJX9X08tK5X7dcsaw/ms.jpg,http://www.yelp.com/biz/prestogeorge-coffee-and-tea-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,What a cute little place. Stopped in for a cup of (much needed) coffee and I was not disappointed!! Their selection of flavored lattes is unique and...,Strip District,40.450211,-79.98572,cafes,food
Prince of India,http://s3-media1.fl.yelpcdn.com/bphoto/4MABoMaKsuACCZ6EPkW3RA/ms.jpg,http://www.yelp.com/biz/prince-of-india-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,55,3,I really don't get all the hate that this places gets.  What brought us in was the offer they had on Group on.  Anyway I am a bit picky about India food...,Oakland,40.4416275,-79.95859528,indpak,food
Proper Brick Oven & Tap Room,http://s3-media4.fl.yelpcdn.com/bphoto/13lJhdd0ZNkjBhl81dOMFw/ms.jpg,http://www.yelp.com/biz/proper-brick-oven-and-tap-room-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,266,4,"I'm in love with this place! The food, atmosphere and service are always on point.

The candy bacon is absolutely amazing and a must to start with and any...",Downtown,40.4435995,-80.0003448,pizza,food
Pusadee's Garden,http://s3-media3.fl.yelpcdn.com/bphoto/Xtpe5LeO4MCzmGVY5SPE3g/ms.jpg,http://www.yelp.com/biz/pusadees-garden-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,186,4,"Pusadee's is probably the best Thai restaurant in the city and IMO, I would rank it next to Nicki's  thai kitchen in downtown. We decided to go there on a...",Lawrenceville,40.48270035,-79.95195007,thai,food
Randyland,http://s3-media4.fl.yelpcdn.com/bphoto/XyYwPy9wTDtTEslVmcSQRQ/ms.jpg,http://www.yelp.com/biz/randyland-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,5,"Unique!
Just For Fun!
Whimsical!
Amazing!
Hang out!
Enjoy!",North Side,40.4580766,-80.0098045,shopping,shopping
Red Orchid,http://s3-media4.fl.yelpcdn.com/bphoto/UpAhqk1stgkfOTl2hk-BQA/ms.jpg,http://www.yelp.com/biz/red-orchid-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,74,4,"Love this place! Friendly staff, great food and no wimpy heat index. I've tried a few different things on their menu and all have been fantastic!",,40.54310608,-80.02893829,thai,food
Rex Theater,http://s3-media2.fl.yelpcdn.com/bphoto/il64ci-qo-Yx1ZgducSMLA/ms.jpg,http://www.yelp.com/biz/rex-theater-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,33,4,There is no one in a 500 mile radius that works harder than Grey Area Productions. They bring you the finest of original acts that the world has to offer in...,South Side,40.4287151,-79.9825489,arts,arts
Reyna Foods,http://s3-media3.fl.yelpcdn.com/bphoto/nuOucAIsNwaavr5BkC3ZMQ/ms.jpg,http://www.yelp.com/biz/reyna-foods-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,88,4,"This review is for the restaurant only, not the grocery store or the taco stand

If you want authentic Mexican food this is the place to get it in...",Strip District,40.45158,-79.9834824,mexican,food
Row House Cinema,http://s3-media1.fl.yelpcdn.com/bphoto/wbBC7vHkARM_So27EYBxMw/ms.jpg,http://www.yelp.com/biz/row-house-cinema-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,"As Mary Poppins would say, Row House Cinema is,""Practically perfect in every way.""

If you are looking for the best date night of your life, then I have you...",Lawrenceville,40.470043,-79.961151,arts,arts
Roxanne's Dried Flowers,http://s3-media2.fl.yelpcdn.com/bphoto/aGP-P4BOo3Rj3oZFZ4ZXBQ/ms.jpg,http://www.yelp.com/biz/roxannes-dried-flowers-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,15,4,"love perusing this local shop.
the strip district is a unique area of restaurants, produce vendors, and markets.
when you walk in to roxanne's you're not...",Strip District,40.45214844,-79.98290253,shopping,shopping
S.W. Randall Toyes & Giftes,http://s3-media1.fl.yelpcdn.com/bphoto/qHA9j2eOzkKd2xYGQOWgzg/ms.jpg,http://www.yelp.com/biz/s-w-randall-toyes-and-giftes-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,14,4.5,"Seriously, this place is awesome. Needed a toy for my son, while I'm at a conference, and thought I'd slip in for a few minutes and get the job done. Yeah,...",Downtown,40.44228584,-79.99708302,shopping,shopping
S&D Polish Deli,http://s3-media1.fl.yelpcdn.com/bphoto/ao53_jlp14AmsP4p_Yi1hg/ms.jpg,http://www.yelp.com/biz/s-and-d-polish-deli-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,107,4.5,"If you're craving a filling, hearty Polish meal like your babcia used to make, you need to get yourself down to the Strip District and give S&D Polish Deli...",Strip District,40.4523578,-79.9820206,ethnicmarkets,food
Salim's Middle Eastern Food Store,http://s3-media3.fl.yelpcdn.com/bphoto/3mZ9JaWMNhlwB4UjKZwiHQ/ms.jpg,http://www.yelp.com/biz/salims-middle-eastern-food-store-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,37,4.5,"So glad we were able to discover this little shop, which surprisingly doubles as a small sit-down restaurant. When you walk in you will first see the...",Bloomfield,40.45269415,-79.94949929,ethnicmarkets,food
Sam's Sun Sandwich,http://s3-media2.fl.yelpcdn.com/bphoto/jnCNtcpqq7Vu-Gz7_PDtjw/ms.jpg,http://www.yelp.com/biz/sams-sun-sandwich-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,20,5,"Went to Sam's after reading some of the reviews and living relatively close by. Ordered a chicken gyro, spinach pie and grape leaves. Was not...",Carrick,40.384926,-79.978539,sandwiches,food
Say Cheese Pizza Co,http://s3-media1.fl.yelpcdn.com/bphoto/_sHZQ1uZH_JUcNlDHyce4w/ms.jpg,http://www.yelp.com/biz/say-cheese-pizza-co-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,17,4,Ordered from Say Cheese for the first time this past weekend. We got two salads (the Mandarin and the Steak) and some cheese sticks. The cheese sticks...,Oakland,40.43664551,-79.95384979,pizza,food
Schenley Park,http://s3-media1.fl.yelpcdn.com/bphoto/E2Omx4qJY8YB1H8gtjvWVA/ms.jpg,http://www.yelp.com/biz/schenley-park-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"Funny Things Happened at Schenley Park Sportsplex

                                                   By Ed Skirtich

     Hilarious events happened among...",Squirrel Hill,40.4342918,-79.932869,active,active
Schenley Park Visitors Center,http://s3-media1.fl.yelpcdn.com/bphoto/sSWYx4zaJDSg3IaoJfmLiA/ms.jpg,http://www.yelp.com/biz/schenley-park-visitors-center-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,11,5,On our way to see the plants and butterflies at the Phipps Arboretum we came upon an interesting bridge in a park. Cool Europeanish love locks in Pitt...,Oakland,40.43754064,-79.94888306,active,active
Senator John Heinz History Center,http://s3-media4.fl.yelpcdn.com/bphoto/hXL4ZANzcrpZGaGbRF5xvA/ms.jpg,http://www.yelp.com/biz/senator-john-heinz-history-center-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,70,4.5,"I came here with my family the day after Christmas. We all loved it!

I will start off by saying I am NOT a history buff at all. Quite the opposite. I am...",Strip District,40.446255,-79.992683,arts,arts
Senti,http://s3-media1.fl.yelpcdn.com/bphoto/xLdekMuIDWaWp-czNS08xw/ms.jpg,http://www.yelp.com/biz/senti-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,34,3.5,"Although I bookmarked Senti MONTHS ago, I didn't have the opportunity to dine there until recently. Reservations were made for 4 people at 7:15 on a recent...",Lawrenceville,40.46421688,-79.96638473,italian,food
Sesame Garden,http://s3-media3.fl.yelpcdn.com/bphoto/olT3_eQiqGr-4U0vglA_Vw/ms.jpg,http://www.yelp.com/biz/sesame-garden-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4.5,"After moving from Honolulu 15 years ago to Pittsburgh, I have gotten used to very sub-par ""Chinese"" food and how much people love General Tso's Chicken....",Mt. Washington,40.43052065,-80.00752361,chinese,food
Shale's Cafe,http://s3-media2.fl.yelpcdn.com/bphoto/2eJbahoFGX-hw2zws_-e_g/ms.jpg,http://www.yelp.com/biz/shales-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,7,4.5,"Quite possibly the best bar in Pittsburgh.  Lindsay is awesome, pitchers of beer are cold and cheap and the atmosphere is fantastic.  We visited post hockey...",The Hill District,40.438529,-79.988548,nightlife,nightlife
Siam Thai Restaurant,http://s3-media1.fl.yelpcdn.com/bphoto/LKhzNDZcT_3QkfuaA5Mycw/ms.jpg,http://www.yelp.com/biz/siam-thai-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,15,3.5,"Today I wanted something different for lunch, so I ordered take out from Siam. I ate lunch in a couple times but many years ago and always had good service...",Downtown,40.4371292,-80.0005157,thai,food
Sichuan Gourmet,http://s3-media1.fl.yelpcdn.com/bphoto/3-Y2rBFEvPRGsb_8j_H4sg/ms.jpg,http://www.yelp.com/biz/sichuan-gourmet-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,166,4,Pretty good authentic Chinese food! My Chinese friend actually took me here and ordered all the dishes. I knew I would be in for a treat when I saw the...,Squirrel Hill,40.43586731,-79.92314148,chinese,food
Sienna Mercato,http://s3-media2.fl.yelpcdn.com/bphoto/onqYXP8L4utGRjjTWfkKvg/ms.jpg,http://www.yelp.com/biz/sienna-mercato-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,367,4,"Okay people, so by now we all get the setup, right? Three floors, three different concepts (meatball (Emporio), pizza (Mezzo), and rooftop bar (Il Tetto))....",Downtown,40.4439496,-79.9964366,italian,food
Sienna On The Square,http://s3-media2.fl.yelpcdn.com/bphoto/-gJUwJn-OQu8cHnbAv17xg/ms.jpg,http://www.yelp.com/biz/sienna-on-the-square-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,136,4,While I was visiting the annual holiday market I decided to try this place out for lunch. I was seated immediately. The area where I was seated was a bit...,Downtown,40.44116619,-80.0022912,italian,food
Silver Palace Chinese Restaurant,http://s3-media2.fl.yelpcdn.com/bphoto/-3jS99ZHxxlzKnOEDxBwGA/ms.jpg,http://www.yelp.com/biz/silver-palace-chinese-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,12,4,"One of my favorite restaurants in Pittsburgh.

I frequently have Silver Palace deliver food to me and I have dined in before.

I love the food (especially...",Overbrook,40.3773994,-80.0037537,chinese,food
Simpatico Espresso,http://s3-media1.fl.yelpcdn.com/bphoto/hQm_BIisVsxg8Qr7UOfXyg/ms.jpg,http://www.yelp.com/biz/simpatico-espresso-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,50,5,Do not give up if your confused on the location! It's a small cart but it is beyond worth it! I literally had the best iced coffee I have ever had and I'm a...,Downtown,40.44137378,-79.996646,coffee,food
SLICE on Broadway,http://s3-media3.fl.yelpcdn.com/bphoto/0VfAE5odabKAnKDbz8XXMg/ms.jpg,http://www.yelp.com/biz/slice-on-broadway-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,61,4,Visited Pittsburgh on Sunday to shop at Ikea.  Asked Google what the best pizza in the 'burgh was and the Slice was listed among many others.  I crave New...,Beechview,40.40414,-80.030556,pizza,food
Smallman Galley,http://s3-media4.fl.yelpcdn.com/bphoto/FImd_SYuUSQtWE5l1DJjew/ms.jpg,http://www.yelp.com/biz/smallman-galley-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4.5,To say I'm THRILLED about this places existence is an understatement. To see four different chefs testing out their planned business right in front of you...,Strip District,40.4521777,-79.9837408,restaurants,food
Smiling Banana Leaf,http://s3-media2.fl.yelpcdn.com/bphoto/EhGOUflNGtm61hCqaPsDIA/ms.jpg,http://www.yelp.com/biz/smiling-banana-leaf-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,312,4,"My family and I came here and had a wonderful time. The food was delicious and the restaurant staff was so kind.

My wife had the red curry, I had the pad...",Highland Park,40.47586,-79.91946,thai,food
Soba,http://s3-media2.fl.yelpcdn.com/bphoto/S9coFzwObl-DiT078vGA5g/ms.jpg,http://www.yelp.com/biz/soba-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,212,4,This is a copy of my review for the event that this fine establishment hosted. I was not aware that the review would not show up on their restaurant page. I...,Shadyside,40.45713043,-79.92961121,japanese,food
Sound Cat Records,http://s3-media1.fl.yelpcdn.com/bphoto/mnaTO8IfGemHHmddy-bF7w/ms.jpg,http://www.yelp.com/biz/sound-cat-records-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,16,5,It's been a while since I've been here (maybe back when it was called Paul's) but I remember this place standing out as far as record shops go. It was super...,Bloomfield,40.4625092,-79.9511337,shopping,shopping
Spak Brothers Pizza and More,http://s3-media4.fl.yelpcdn.com/bphoto/il2FaeCTfvK4h0PeAv2ZaQ/ms.jpg,http://www.yelp.com/biz/spak-brothers-pizza-and-more-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,156,4,"As far as neighborhood pizza joints go, this one kills. Best in town. I grew up with Philly pizza, so, I am picky. There's lots of just bad pizza in Pgh,...",Garfield,40.46508,-79.94253,pizza,food
Spoon,http://s3-media2.fl.yelpcdn.com/bphoto/_mIDKDq2Vw_ei7lPBLdLlg/ms.jpg,http://www.yelp.com/biz/spoon-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,216,4,"This I can tell you:  If you give Spoon three stars or fewer, you're lousy in the sack.

Here, every dish beams with a sweet, vulnerable, generous...",Shadyside,40.46004398,-79.92521998,newamerican,food
Sree's Foods,http://s3-media2.fl.yelpcdn.com/bphoto/NMrQY2iniqBeURKiG7wFUA/ms.jpg,http://www.yelp.com/biz/srees-foods-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,3.5,The best place ! You can't get a great lunch like this for the price in the city. I've never been disappointed in the 7 plus years that I've been eating...,Downtown,40.4430313,-79.9968719,indpak,food
Sree's Indian Truck,http://s3-media3.fl.yelpcdn.com/bphoto/qD2JlqRcQ99t_FtSEevxAw/ms.jpg,http://www.yelp.com/biz/srees-indian-truck-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,4,4,"This is actually an outpost of Sree's restaurant in Squirrel Hill.
Despite the somewhat low-rent appearance of the trailer, the food is actually really...",Squirrel Hill,40.44170511,-79.94161963,indpak,food
Staghorn Home & Garden Cafe,http://s3-media1.fl.yelpcdn.com/bphoto/vrfKXdRGJnqmO1DAKK2I_w/ms.jpg,http://www.yelp.com/biz/staghorn-home-and-garden-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,15,4.5,"I love this place. I only wish it was a little closer to the Swissvale neighborhood. I stopped here one day for a coffee, Zeke's coffee, when I was out on...",Greenfield,40.4258308,-79.9418564,coffee,food
Stagioni,http://s3-media1.fl.yelpcdn.com/bphoto/T_Van7576cLh1ONxT8_UYQ/ms.jpg,http://www.yelp.com/biz/stagioni-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,65,4,"Stagioni has managed to stay under the radar and I don't know how that is possible. Their food, atmosphere and service are all top-notch. My husband and I...",South Side,40.42832,-79.97593,italian,food
Station,http://s3-media3.fl.yelpcdn.com/bphoto/hB-lTfexplBWaCBCwtUVaw/ms.jpg,http://www.yelp.com/biz/station-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,83,4,"After hearing people rave about the food here, hubby and I decided to check this place out for our new New Years Eve tradition of getting a burger.

We...",Bloomfield,40.46115112,-79.94852448,newamerican,food
Stone Neapolitan Pizzeria,http://s3-media3.fl.yelpcdn.com/bphoto/nnoQ_iUw2urprVTeoW_n4Q/ms.jpg,http://www.yelp.com/biz/stone-neapolitan-pizzeria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,111,4,Stone is one of my favorite pizza places. I've never understood why Stone hasn't gotten much recognition or attention as far as pizza joints go.  In my...,Downtown,40.440551,-80.0061829,pizza,food
Stout Training Pittsburgh / Team Renzo Gracie,http://s3-media3.fl.yelpcdn.com/bphoto/ztjfG0w7JYdLPQN_VRCtbA/ms.jpg,http://www.yelp.com/biz/stout-training-pittsburgh-team-renzo-gracie-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,15,5,"Warren, Andy, Mike, and Cody are some of the most caring coaches I have met in Martial Arts. To them, the key to having a successful business is being a...",Strip District,40.44851467,-79.99111176,active,active
Sukhothai,,http://www.yelp.com/biz/sukhothai-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,1,3,my girlfriend and I are on a thai restaurant tour of pittsburgh. this place was average for thai in pittsburgh. but the service was attentive and the place...,Oakland,40.436539,-79.954727,ethnicmarkets,food
Sukhothai Bistro,http://s3-media4.fl.yelpcdn.com/bphoto/9PkpKHQSl9ZA5-OjorQZxA/ms.jpg,http://www.yelp.com/biz/sukhothai-bistro-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,63,4,"Sukhothai is one of many Thai restaurants in Squirrel Hill. It's consistently a good option as a student because they offer delivery.

The food is good,...",Squirrel Hill,40.4381714,-79.9223785,thai,food
Sumi's Cakery,http://s3-media4.fl.yelpcdn.com/bphoto/GfwLl0iWoe1_76L_hCd9vA/ms.jpg,http://www.yelp.com/biz/sumis-cakery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,40,4.5,"I love this bakery. I've only tried their buns (which are great), but I finally got to try their bingsoo today! Got the green tea one and it was amazing....",Squirrel Hill,40.4331,-79.92289,bakeries,food
Sunseri Jimmy & Nino,http://s3-media3.fl.yelpcdn.com/bphoto/aY1UBAkrp3HorIocTw2haA/ms.jpg,http://www.yelp.com/biz/sunseri-jimmy-and-nino-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4,"This place is the deli you have always dreamed about.  The sights, the smells, the tastes...  Delicious!  The fresh bread is amazing, the stuffed pizzelle's...",Strip District,40.4509583,-79.9846191,italian,food
Sunseri Pizza,http://s3-media2.fl.yelpcdn.com/bphoto/2uidzAA0aX6Isrwa98xooQ/ms.jpg,http://www.yelp.com/biz/sunseri-pizza-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"Pittsburgh is where I have to travel to if I have a craving for a pizza with good sauce, cheese and delicious toppings. The meat to sauce to crust ratio was...",,40.39377,-79.97324,pizza,food
Sushi & Rolls,http://s3-media4.fl.yelpcdn.com/bphoto/JkrfWa07ELWhGn-zwOPmqw/ms.jpg,http://www.yelp.com/biz/sushi-and-rolls-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,18,4.5,Wonderful place for a donburi fix! I am so happy to have found this place. I grew up on Asian food and miss it so much since moving to Pittsburgh. I have...,Downtown,40.4381218,-79.9988098,sushi,food
Sushi Fuku,http://s3-media2.fl.yelpcdn.com/bphoto/sOiVHkhF8fJOU8g_8Ko6LA/ms.jpg,http://www.yelp.com/biz/sushi-fuku-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,98,4,"This place is truly a hidden gem. I've never been to a place like this!

So it's basically Japanese chipotle. I'm not a big sushi eater, so this place is...",Oakland,40.441662,-79.957359,sushi,food
